id,countryId,name,hasTransfers,hasActivities,photos
2749,4,Lübeck,False,True,"{'header': [{'caption': 'Lübeck', 'paths': {'original': 'https://cdn2.civitatis.com/alemania/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/alemania/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top-m.jpg'}}]}"
2752,4,Bamberg,False,True,"{'header': [{'caption': 'Bamberg', 'paths': {'original': 'https://cdn2.civitatis.com/alemania/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/alemania/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top-m.jpg'}}]}"
2754,4,Meissen,False,True,"{'header': [{'caption': 'Meissen', 'paths': {'original': 'https://cdn2.civitatis.com/alemania/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/alemania/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top-m.jpg'}}]}"
2756,4,Baden-Baden,True,True,"{'header': [{'caption': 'Baden-Baden', 'paths': {'original': 'https://cdn2.civitatis.com/alemania/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/alemania/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top-m.jpg'}}]}"
2758,4,Freiburg,False,True,"{'header': [{'caption': 'Freiburg', 'paths': {'original': 'https://cdn2.civitatis.com/alemania/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/alemania/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top-m.jpg'}}]}"
2759,4,Stuttgart,True,True,"{'header': [{'caption': 'Stuttgart', 'paths': {'original': 'https://cdn2.civitatis.com/alemania/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/alemania/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top-m.jpg'}}]}"
2763,4,Worms,False,True,"{'header': [{'caption': 'Worms', 'paths': {'original': 'https://cdn2.civitatis.com/alemania/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/alemania/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top-m.jpg'}}]}"
3013,4,Koblenz,False,True,"{'header': [{'caption': 'Koblenz', 'paths': {'original': 'https://cdn2.civitatis.com/alemania/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/alemania/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top-m.jpg'}}]}"
3017,4,Wittenberg,False,True,"{'header': [{'caption': 'Wittenberg', 'paths': {'original': 'https://cdn2.civitatis.com/alemania/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/alemania/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top-m.jpg'}}]}"
3920,4,Karlsruhe ,False,True,"{'header': [{'caption': 'Karlsruhe ', 'paths': {'original': 'https://cdn2.civitatis.com/alemania/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/alemania/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top-m.jpg'}}]}"
3957,4,Augsburgo,False,True,"{'header': [{'caption': 'Augsburgo', 'paths': {'original': 'https://cdn2.civitatis.com/alemania/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/alemania/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top-m.jpg'}}]}"
4547,4,Passau,False,True,"{'header': [{'caption': 'Passau', 'paths': {'original': 'https://cdn2.civitatis.com/alemania/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/alemania/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top-m.jpg'}}]}"
4653,4,Starnberg,False,True,"{'header': [{'caption': 'Starnberg', 'paths': {'original': 'https://cdn2.civitatis.com/alemania/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/alemania/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top-m.jpg'}}]}"
4776,4,Bad Tölz,False,True,"{'header': [{'caption': 'Bad Tölz', 'paths': {'original': 'https://cdn2.civitatis.com/alemania/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/alemania/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/alemania/n-a/n-a-top-m.jpg'}}]}"
2587,5,Les Escaldes,False,True,"{'header': [{'caption': 'Les Escaldes', 'paths': {'original': 'https://cdn2.civitatis.com/andorra/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/andorra/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/andorra/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/andorra/n-a/n-a-top-m.jpg'}}]}"
3701,5,Canillo,False,True,"{'header': [{'caption': 'Canillo', 'paths': {'original': 'https://cdn2.civitatis.com/andorra/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/andorra/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/andorra/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/andorra/n-a/n-a-top-m.jpg'}}]}"
3702,5,Encamp,False,True,"{'header': [{'caption': 'Encamp', 'paths': {'original': 'https://cdn2.civitatis.com/andorra/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/andorra/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/andorra/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/andorra/n-a/n-a-top-m.jpg'}}]}"
3703,5,Ordino,False,True,"{'header': [{'caption': 'Ordino', 'paths': {'original': 'https://cdn2.civitatis.com/andorra/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/andorra/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/andorra/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/andorra/n-a/n-a-top-m.jpg'}}]}"
3704,5,La Massana,False,True,"{'header': [{'caption': 'La Massana', 'paths': {'original': 'https://cdn2.civitatis.com/andorra/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/andorra/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/andorra/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/andorra/n-a/n-a-top-m.jpg'}}]}"
3705,5,Andorra la Vella,False,True,"{'header': [{'caption': 'Andorra la Vella', 'paths': {'original': 'https://cdn2.civitatis.com/andorra/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/andorra/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/andorra/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/andorra/n-a/n-a-top-m.jpg'}}]}"
3706,5,San Julià de Loria,False,True,"{'header': [{'caption': 'San Julià de Loria', 'paths': {'original': 'https://cdn2.civitatis.com/andorra/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/andorra/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/andorra/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/andorra/n-a/n-a-top-m.jpg'}}]}"
3185,6,Luanda,False,True,"{'header': [{'caption': 'Luanda', 'paths': {'original': 'https://cdn2.civitatis.com/angola/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/angola/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/angola/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/angola/n-a/n-a-top-m.jpg'}}]}"
4760,9,Saint John,False,True,"{'header': [{'caption': 'Saint John', 'paths': {'original': 'https://cdn2.civitatis.com/antigua-y-barbuda/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/antigua-y-barbuda/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/antigua-y-barbuda/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/antigua-y-barbuda/n-a/n-a-top-m.jpg'}}]}"
1858,10,Philipsburg,False,True,"{'header': [{'caption': 'Philipsburg', 'paths': {'original': 'https://cdn2.civitatis.com/isla-de-san-martin/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/isla-de-san-martin/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/isla-de-san-martin/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/isla-de-san-martin/n-a/n-a-top-m.jpg'}}]}"
748,11,Medina,False,True,"{'header': [{'caption': 'Medina', 'paths': {'original': 'https://cdn2.civitatis.com/arabia-saudi/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/arabia-saudi/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/arabia-saudi/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/arabia-saudi/n-a/n-a-top-m.jpg'}}]}"
4614,11,Riad,False,True,"{'header': [{'caption': 'Riad', 'paths': {'original': 'https://cdn2.civitatis.com/arabia-saudi/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/arabia-saudi/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/arabia-saudi/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/arabia-saudi/n-a/n-a-top-m.jpg'}}]}"
4615,11,Al-Ula,False,True,"{'header': [{'caption': 'Al-Ula', 'paths': {'original': 'https://cdn2.civitatis.com/arabia-saudi/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/arabia-saudi/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/arabia-saudi/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/arabia-saudi/n-a/n-a-top-m.jpg'}}]}"
4616,11,Yeda,False,True,"{'header': [{'caption': 'Yeda', 'paths': {'original': 'https://cdn2.civitatis.com/arabia-saudi/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/arabia-saudi/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/arabia-saudi/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/arabia-saudi/n-a/n-a-top-m.jpg'}}]}"
3500,12,Algiers,False,True,"{'header': [{'caption': 'Algiers', 'paths': {'original': 'https://cdn2.civitatis.com/argelia/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/argelia/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/argelia/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/argelia/n-a/n-a-top-m.jpg'}}]}"
48,13,Buenos Aires,True,True,"{'header': [{'caption': 'Buenos Aires', 'paths': {'original': 'https://cdn2.civitatis.com/argentina/n-a/n-a.jpg', 'thumbnail': 'https://cdn2.civitatis.com/argentina/n-a/n-a-m.jpg', 'top': 'https://cdn2.civitatis.com/argentina/n-a/n-a-top.jpg', 'top_responsive': 'https://cdn2.civitatis.com/argentina/n-a/n-a-top-m.jpg'}}]}"
