,Unnamed: 0,region_id,country_id,top_region_id,google_api_level_x,google_id_x,english_name_x,spanish_name_x,top_spot_level_1,top_area_level_1,reference_airport_x,spot_image_x,discover_image_1_x,discover_image_2_x,discover_image_3_x,rules_level_3_x,rules_level_4_x,sports_and_adventure_x,nature_x,attractions_x,beach_x,food_x,nightlife_x,arts_and_culture_x,accomodation_x,created_at_x,updated_at_x,airport_id_x,google_api_level_y,google_id_y,english_name_y,spanish_name_y,reference_airport_y,spot_image_y,discover_image_1_y,discover_image_2_y,discover_image_3_y,rules_level_2,rules_level_3_y,rules_level_4_y,sports_and_adventure_y,nature_y,attractions_y,beach_y,food_y,nightlife_y,arts_and_culture_y,accomodation_y,created_at_y,updated_at_y,country_zoom,region_zoom,locality_zoom,continent_id,airport_id_y,lat,lng
80,85,86,7,,administrative_area_level_1,ChIJb8pj4aWGU0YRUFSorMmvAAM,Capital Region,Región Capital,,1.0,,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/Capital+Region/Capital+Region+Spot+Profile.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/Capital+Region/andrea-ferrario-uog3CiRBACY-unsplash.jpg,,,,,4.0,4.0,5.0,1.0,4.0,4.0,5.0,3.0,2021-11-15 15:05:46,2021-11-15 15:05:46,,country,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Denmark,Dinamarca,CPH,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/Denmark+SPOT+Profile.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/artem-nedzelskiy-k7jYpu7-Iyo-unsplash.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/martin-robles-N1pOthW2OpQ-unsplash.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/rolands-varsbergs-ePOH0oKeOjE-unsplash.jpg,manual,administrative_area_level_2,locality,4.0,4.0,5.0,1.0,3.0,3.0,3.0,3.0,2022-04-05 22:42:01,2022-04-05 22:42:01,"3,5z",6z,"8,5z",2.0,396.0,55.6751812,12.5493261
81,86,87,7,,administrative_area_level_1,ChIJdQCVe2YPTEYRMFSorMmvAAM,Central Jutland,Jutlandia Central,,1.0,,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/Central+Jutland/Central+Jutland+Spot+Profile.jpg,,,,,,5.0,5.0,5.0,2.0,3.0,2.0,5.0,3.0,2021-11-15 15:05:46,2021-11-15 15:05:46,,country,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Denmark,Dinamarca,CPH,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/Denmark+SPOT+Profile.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/artem-nedzelskiy-k7jYpu7-Iyo-unsplash.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/martin-robles-N1pOthW2OpQ-unsplash.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/rolands-varsbergs-ePOH0oKeOjE-unsplash.jpg,manual,administrative_area_level_2,locality,4.0,4.0,5.0,1.0,3.0,3.0,3.0,3.0,2022-04-05 22:42:01,2022-04-05 22:42:01,"3,5z",6z,"8,5z",2.0,396.0,56.302139,9.3027769
82,87,88,7,,administrative_area_level_1,ChIJdaEzlL4lSUYRIFSorMmvAAM,Northern Jutland,Jutlandia Septentrional,,1.0,,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/Northern+Jutland/Northern+Jutland+Spot+Profile.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/Northern+Jutland/uta-scholl-buMotdHKDIg-unsplash.jpg,,,,,5.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,2021-11-15 15:05:46,2021-11-15 15:05:46,,country,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Denmark,Dinamarca,CPH,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/Denmark+SPOT+Profile.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/artem-nedzelskiy-k7jYpu7-Iyo-unsplash.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/martin-robles-N1pOthW2OpQ-unsplash.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/rolands-varsbergs-ePOH0oKeOjE-unsplash.jpg,manual,administrative_area_level_2,locality,4.0,4.0,5.0,1.0,3.0,3.0,3.0,3.0,2022-04-05 22:42:01,2022-04-05 22:42:01,"3,5z",6z,"8,5z",2.0,396.0,56.8307416,9.4930528
83,88,89,7,,administrative_area_level_1,ChIJpZIzniqWUkYRYFSorMmvAAM,Zealand,Selandia,,1.0,,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/Zealand/Zealand+Spot+Profile.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/Zealand/stefan-grage-Qej9LTkrDAs-unsplash.jpg,,,,,4.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,2021-11-15 15:05:46,2021-11-15 15:05:46,,country,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Denmark,Dinamarca,CPH,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/Denmark+SPOT+Profile.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/artem-nedzelskiy-k7jYpu7-Iyo-unsplash.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/martin-robles-N1pOthW2OpQ-unsplash.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/rolands-varsbergs-ePOH0oKeOjE-unsplash.jpg,manual,administrative_area_level_2,locality,4.0,4.0,5.0,1.0,3.0,3.0,3.0,3.0,2022-04-05 22:42:01,2022-04-05 22:42:01,"3,5z",6z,"8,5z",2.0,396.0,55.4632518,11.7214979
84,89,90,7,,administrative_area_level_1,ChIJF0eXAaulTEYRQFSorMmvAAM,Southern Jutland,Dinamarca Meridional,,1.0,,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/Southern+Jutland/southern-jutland-Spot+Profile.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/Southern+Jutland/uta-scholl-3eIJ2fwzI9Y-unsplash.jpg,,,,,4.0,5.0,5.0,3.0,3.0,2.0,5.0,3.0,2021-11-15 15:05:46,2021-11-15 15:05:46,,country,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,Denmark,Dinamarca,CPH,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/Denmark+SPOT+Profile.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/artem-nedzelskiy-k7jYpu7-Iyo-unsplash.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/martin-robles-N1pOthW2OpQ-unsplash.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Denmark/rolands-varsbergs-ePOH0oKeOjE-unsplash.jpg,manual,administrative_area_level_2,locality,4.0,4.0,5.0,1.0,3.0,3.0,3.0,3.0,2022-04-05 22:42:01,2022-04-05 22:42:01,"3,5z",6z,"8,5z",2.0,396.0,55.3307714,9.0924903
85,90,91,8,,administrative_area_level_1,ChIJhwjlWeowz0URUqTmfXklFw8,Troms og Finnmark,Troms og Finnmark,,1.0,,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Troms+og+Finnmark/Troms%C3%B8+y+Vads%C3%B8_+Spot+Profile_.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Troms+og+Finnmark/Troms%C3%B8+y+Vads%C3%B8.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Troms+og+Finnmark/bjorn-are-with-andreassen-Okgyv1LLJSQ-unsplas.jpg,,,,,,,,,,,,2021-11-15 15:05:46,2021-11-15 15:05:46,,country,ChIJv-VNj0VoEkYRK9BkuJ07sKE,Norway,Noruega,OSL,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Norway+Spot+Profile_.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/jarand-k-lokeland-3-MftKobVtg-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/johny-goerend-U_diPCXCBxU-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/munir-rani-was7bPfcbq0-unsplas.jpg,manual,administrative_area_level_2,locality,,,,,,,,,2022-04-05 22:42:01,2022-04-05 22:42:01,1z,5z,"7,5z",2.0,1405.0,70.0718208,23.2171664
86,91,92,8,,administrative_area_level_1,ChIJvTic8NUzbUYRflObX3-sL_0,Trøndelag,Trøndelag,,1.0,,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Tr%C3%B8ndelag/Tr%C3%B8ndelag+Spot+Profile_.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Tr%C3%B8ndelag/Tr%C3%B8ndelag.jpg,,,,,,,,,,,,,2021-11-15 15:05:46,2021-11-15 15:05:46,,country,ChIJv-VNj0VoEkYRK9BkuJ07sKE,Norway,Noruega,OSL,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Norway+Spot+Profile_.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/jarand-k-lokeland-3-MftKobVtg-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/johny-goerend-U_diPCXCBxU-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/munir-rani-was7bPfcbq0-unsplas.jpg,manual,administrative_area_level_2,locality,,,,,,,,,2022-04-05 22:42:01,2022-04-05 22:42:01,1z,5z,"7,5z",2.0,1405.0,63.5420125,10.9369267
87,92,93,8,,administrative_area_level_1,ChIJC9fcKj81OkYRvMAMC7ocBuA,Rogaland,Rogaland,,1.0,,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Rogaland/Rogaland_Spot+Profile_.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Rogaland/Rogaland.jpg,,,,,,,,,,,,,2021-11-15 15:05:46,2021-11-15 15:05:46,,country,ChIJv-VNj0VoEkYRK9BkuJ07sKE,Norway,Noruega,OSL,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Norway+Spot+Profile_.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/jarand-k-lokeland-3-MftKobVtg-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/johny-goerend-U_diPCXCBxU-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/munir-rani-was7bPfcbq0-unsplas.jpg,manual,administrative_area_level_2,locality,,,,,,,,,2022-04-05 22:42:01,2022-04-05 22:42:01,1z,5z,"7,5z",2.0,1405.0,59.1489544,6.0143431
88,93,94,8,,administrative_area_level_1,ChIJv16rc8s5FkYROwJbXfdDQg0,Vestland,Vestland,,1.0,,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Vestland/Vestland_+Spot+Profile.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Vestland/patrik-kovar-9S-Gmpy9hug-unsplas.jpg,,,,,,,,,,,,,2021-11-15 15:05:46,2021-11-15 15:05:46,,country,ChIJv-VNj0VoEkYRK9BkuJ07sKE,Norway,Noruega,OSL,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Norway+Spot+Profile_.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/jarand-k-lokeland-3-MftKobVtg-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/johny-goerend-U_diPCXCBxU-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/munir-rani-was7bPfcbq0-unsplas.jpg,manual,administrative_area_level_2,locality,,,,,,,,,2022-04-05 22:42:01,2022-04-05 22:42:01,1z,5z,"7,5z",2.0,1405.0,60.8138379,6.1410712
89,94,95,8,,administrative_area_level_1,ChIJWcLG1x1UEUYRWmPHRZ1TRJ4,Møre og Romsdal,Møre og Romsdal,,1.0,,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/M%C3%B8re+og+Romsdal/M%C3%B8re_og_Romsdal+Spot+Profile.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/M%C3%B8re+og+Romsdal/M%C3%B8re_og_Romsdal_.jpg,,,,,,,,,,,,,2021-11-15 15:05:46,2021-11-15 15:05:46,,country,ChIJv-VNj0VoEkYRK9BkuJ07sKE,Norway,Noruega,OSL,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Norway+Spot+Profile_.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/jarand-k-lokeland-3-MftKobVtg-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/johny-goerend-U_diPCXCBxU-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/munir-rani-was7bPfcbq0-unsplas.jpg,manual,administrative_area_level_2,locality,,,,,,,,,2022-04-05 22:42:01,2022-04-05 22:42:01,1z,5z,"7,5z",2.0,1405.0,62.0743203,6.2108624
90,95,96,8,,administrative_area_level_1,ChIJD0JSTvhPOEYR8vitVnMQwW0,Agder,Agder,,1.0,,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Agder/Agder_+Spot+Profile_.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Agder/Agder.jpg,,,,,,,,,,,,,2021-11-15 15:05:46,2021-11-15 15:05:46,,country,ChIJv-VNj0VoEkYRK9BkuJ07sKE,Norway,Noruega,OSL,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Norway+Spot+Profile_.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/jarand-k-lokeland-3-MftKobVtg-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/johny-goerend-U_diPCXCBxU-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/munir-rani-was7bPfcbq0-unsplas.jpg,manual,administrative_area_level_2,locality,,,,,,,,,2022-04-05 22:42:01,2022-04-05 22:42:01,1z,5z,"7,5z",2.0,1405.0,58.50320840000001,7.757197499999999
91,96,97,8,,administrative_area_level_1,ChIJi7dNxCDIakYRGiV44hMlmp8,Innlandet,Innlandet,,1.0,,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Innlandet/Innlandet+Spot+Profile_.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Innlandet/Innlandet+.jpg,,,,,,,,,,,,,2021-11-15 15:05:46,2021-11-15 15:05:46,,country,ChIJv-VNj0VoEkYRK9BkuJ07sKE,Norway,Noruega,OSL,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Norway+Spot+Profile_.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/jarand-k-lokeland-3-MftKobVtg-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/johny-goerend-U_diPCXCBxU-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/munir-rani-was7bPfcbq0-unsplas.jpg,manual,administrative_area_level_2,locality,,,,,,,,,2022-04-05 22:42:01,2022-04-05 22:42:01,1z,5z,"7,5z",2.0,1405.0,61.3368595,9.946462799999999
92,97,98,8,,administrative_area_level_1,ChIJvRIImcJtQUYReQpUuAPqbBA,Oslo (Region),Oslo (región),,1.0,,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Oslo/Oslo+Spot+Profile_.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Oslo/Oslo.jpg,,,,,,,,,,,,,2021-11-15 15:05:46,2021-11-15 15:05:46,,country,ChIJv-VNj0VoEkYRK9BkuJ07sKE,Norway,Noruega,OSL,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Norway+Spot+Profile_.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/jarand-k-lokeland-3-MftKobVtg-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/johny-goerend-U_diPCXCBxU-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/munir-rani-was7bPfcbq0-unsplas.jpg,manual,administrative_area_level_2,locality,,,,,,,,,2022-04-05 22:42:01,2022-04-05 22:42:01,1z,5z,"7,5z",2.0,1405.0,59.984904,10.7166776
93,98,99,8,,administrative_area_level_1,ChIJU1QPxFM-30URIB3dD6sIAgM,Nordland,Nordland,,1.0,,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Nordland/Nordland_Spot+Profile.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Nordland/Nordland.jpg,,,,,,,,,,,,,2021-11-15 15:05:46,2021-11-15 15:05:46,,country,ChIJv-VNj0VoEkYRK9BkuJ07sKE,Norway,Noruega,OSL,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Norway+Spot+Profile_.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/jarand-k-lokeland-3-MftKobVtg-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/johny-goerend-U_diPCXCBxU-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/munir-rani-was7bPfcbq0-unsplas.jpg,manual,administrative_area_level_2,locality,,,,,,,,,2022-04-05 22:42:01,2022-04-05 22:42:01,1z,5z,"7,5z",2.0,1405.0,68.6670601,14.946742
94,99,100,8,,administrative_area_level_1,ChIJVfIRGaRaR0YReuL0C6KfSvw,Vestfold og Telemark,Vestfold og Telemark,,1.0,,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Vestfold+og+Telemark/Vestfold_og_Telemark+Spot+Profile.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Vestfold+og+Telemark/stripe-media-MKY0cdONeDc-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Vestfold+og+Telemark/ski-2341562_192.jpg,,,,,,,,,,,,2021-11-15 15:05:46,2021-11-15 15:05:46,,country,ChIJv-VNj0VoEkYRK9BkuJ07sKE,Norway,Noruega,OSL,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Norway+Spot+Profile_.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/jarand-k-lokeland-3-MftKobVtg-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/johny-goerend-U_diPCXCBxU-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/munir-rani-was7bPfcbq0-unsplas.jpg,manual,administrative_area_level_2,locality,,,,,,,,,2022-04-05 22:42:01,2022-04-05 22:42:01,1z,5z,"7,5z",2.0,1405.0,59.35421950000001,8.8817981
95,100,101,8,,administrative_area_level_1,ChIJcU9uGtfvQEYRag4KtVvjDxo,Viken,Reino de Viken,,1.0,,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Viken/Viken+Spot+Profile.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Viken/magne-roed-WBbLFP3b7V4-unsplas.jpg,,,,,,,,,,,,,2021-11-15 15:05:46,2021-11-15 15:05:46,,country,ChIJv-VNj0VoEkYRK9BkuJ07sKE,Norway,Noruega,OSL,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/Norway+Spot+Profile_.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/jarand-k-lokeland-3-MftKobVtg-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/johny-goerend-U_diPCXCBxU-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Norway/munir-rani-was7bPfcbq0-unsplas.jpg,manual,administrative_area_level_2,locality,,,,,,,,,2022-04-05 22:42:01,2022-04-05 22:42:01,1z,5z,"7,5z",2.0,1405.0,60.0389059,9.725371899999999
96,101,102,9,,administrative_area_level_1,ChIJU7cBB4IgVEYRxeATdpMgZIY,Blekinge,Blekinge,,1.0,,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Sweden/Blekinge/Blekinge+Spot+Profile.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Sweden/Blekinge/peo-hedin-QTArfsvpdHI-unsplas.jpg,,,,,,,,,,,,,2021-11-15 15:05:46,2021-11-15 15:05:46,,country,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Sweden,Suecia,ARN,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Sweden/Sweden+Spot+Profile_.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Sweden/joakim-nadell-3I9QlTia9Qo-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Sweden/mikael-stenberg-Uh3KzaNWPBc-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Sweden/stories-7kcc_iXX4Z0-unsplas.jpg,manual,administrative_area_level_2,locality,,,,,,,,,2022-04-05 22:42:01,2022-04-05 22:42:01,1z,"5,5z","7,5z",2.0,99.0,56.2783837,15.0180058
97,102,103,9,,administrative_area_level_1,ChIJp9hqlA_ZZ0YRkIqM3gZFAwM,Dalarna,Dalarna,,1.0,,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Sweden/Dalarna/Dalarna+Spot+Profile.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Sweden/Dalarna/Dalarna.jpg,,,,,,,,,,,,,2021-11-15 15:05:46,2021-11-15 15:05:46,,country,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Sweden,Suecia,ARN,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Sweden/Sweden+Spot+Profile_.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Sweden/joakim-nadell-3I9QlTia9Qo-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Sweden/mikael-stenberg-Uh3KzaNWPBc-unsplas.jpg,https://beder-app.s3.eu-west-3.amazonaws.com/SPOT_PROFILES/COUNTRIES/EUROPE/Sweden/stories-7kcc_iXX4Z0-unsplas.jpg,manual,administrative_area_level_2,locality,,,,,,,,,2022-04-05 22:42:01,2022-04-05 22:42:01,1z,"5,5z","7,5z",2.0,99.0,61.0917012,14.6663653
